"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"685",542947,"Bleier, Richard","685","100.0","0.241","0.094","0.281","0.335","0.256","0.266","0.237","51","212","87.1","-6.0","1983","87.9","87.66","78","393","292","-0.2","6.56","106","149","114","148","298","316","289"
"685",542888,"Armstrong, Shawn","685","100.0","0.265","0.265","0.309","0.531","0.367","0.343","0.241","39","147","90.6","19.4","2553","91.3","90.77","109","341","344","-0.5","6.58","110","153","119","149","301","325","297"
"684",570488,"Valdez, Phillips","684","100.0","0.238","0.116","0.279","0.354","0.312","0.327","0.245","35","147","87.3","4.4","2112","88.0","88.66","66","287","397","0.7","6.98","109","153","120","147","287","322","297"
"681",621112,"Blackburn, Paul","681","100.0","0.319","0.215","0.341","0.534","0.383","0.351","0.296","52","163","90.1","9.1","2154","87.8","87.78","45","289","392","0.0","6.21","110","150","118","150","299","321","297"
"678",572143,"Smith, Burch","678","100.0","0.280","0.160","0.308","0.440","0.328","0.330","0.278","49","175","91.1","15.5","2244","89.4","90.07","66","327","351","0.7","6.75","112","151","121","151","303","326","299"
"677",666205,"Muller, Kyle","677","100.0","0.202","0.093","0.261","0.295","0.275","0.302","0.212","26","129","89.4","15.0","2298","88.2","88.04","95","308","369","-0.2","6.18","105","150","120","144","307","322","290"
"674",668820,"Kranick, Max","674","100.0","0.301","0.167","0.352","0.468","0.364","0.324","0.253","47","156","86.9","20.8","2115","89.9","90.48","92","357","317","0.6","6.64","110","151","117","149","297","323","291"
"674",641386,"Bowden, Ben","674","100.0","0.288","0.216","0.362","0.503","0.374","0.325","0.237","44","153","86.1","20.9","2306","89.4","89.15","86","311","363","-0.3","6.17","109","151","121","146","300","329","301"
"673",656794,"Newcomb, Sean","673","100.0","0.235","0.101","0.355","0.336","0.327","0.319","0.221","28","119","86.3","10.1","2484","91.0","89.75","81","306","367","-1.2","5.81","107","150","123","146","302","319","292"
"665",502239,"Cahill, Trevor","665","100.0","0.286","0.136","0.333","0.422","0.332","0.334","0.265","42","147","86.9","6.2","2213","84.7","84.15","67","293","372","-0.6","6.12","109","150","118","146","299","321","287"
"665",663432,"Rainey, Tanner","665","100.0","0.238","0.221","0.307","0.459","0.361","0.338","0.203","29","122","91.9","23.4","2377","93.3","93.01","112","317","348","-0.3","6.18","109","153","120","145","304","322","298"
"664",656548,"Holloway, Jordan","664","100.0","0.177","0.138","0.215","0.315","0.284","0.306","0.199","23","130","88.5","15.3","2204","89.5","89.09","73","268","396","-0.4","6.28","108","149","118","148","297","317","286"
"663",455119,"Martin, Chris","663","100.0","0.290","0.112","0.338","0.402","0.313","0.302","0.260","49","169","90.4","7.0","2066","91.3","91.63","76","363","300","0.3","6.45","107","151","128","145","301","320","293"
"659",573668,"Minaya, Juan","659","100.0","0.189","0.140","0.237","0.329","0.280","0.285","0.194","27","143","88.5","5.8","1941","92.0","92.36","83","321","338","0.4","6.51","108","156","116","149","299","331","295"
"655",656212,"Barnes, Charlie","655","100.0","0.303","0.151","0.326","0.454","0.364","0.369","0.284","46","152","88.9","15.4","1944","84.4","83.34","48","295","360","-1.1","5.55","103","154","116","148","298","332","292"
"654",664918,"Keller, Kyle","654","100.0","0.234","0.266","0.253","0.500","0.369","0.334","0.214","30","128","90.2","23.0","2400","88.7","88.89","66","306","348","0.2","6.36","110","152","122","148","301","320","293"
"653",594965,"Ponce de Leon, Daniel","653","100.0","0.252","0.213","0.267","0.465","0.363","0.346","0.226","32","127","88.8","18.1","2244","91.1","90.84","66","305","348","-0.3","6.25","114","155","119","146","298","318","297"
"651",681911,"Vesia, Alex","651","100.0","0.126","0.170","0.143","0.296","0.241","0.261","0.145","17","135","87.6","23.5","2332","91.5","91.72","120","315","336","0.2","6.44","114","157","117","150","296","316","294"
"650",501925,"Smith, Joe","650","100.0","0.297","0.165","0.347","0.462","0.339","0.287","0.240","47","158","86.8","8.5","2010","83.0","83.15","66","325","325","0.1","6.62","112","151","115","147","292","322","288"
"649",641743,"Kay, Anthony","649","100.0","0.281","0.237","0.348","0.519","0.384","0.346","0.254","38","135","86.7","7.3","2334","90.0","89.15","80","311","338","-0.9","5.80","105","155","119","147","292","314","288"
"646",664192,"Lucchesi, Joey","646","100.0","0.245","0.173","0.313","0.417","0.310","0.292","0.219","34","139","88.2","14.6","2162","86.5","86.54","70","294","352","0.0","6.45","112","151","111","149","300","325","298"
"642",656061,"Abreu, Albert","642","100.0","0.206","0.229","0.209","0.435","0.320","0.336","0.234","27","131","83.8","9.2","2112","92.6","92.63","76","284","358","0.0","6.39","110","153","121","146","299","324","290"
"642",573124,"Rogers, Taylor","642","100.0","0.247","0.123","0.366","0.370","0.275","0.246","0.212","38","154","86.0","4.0","2323","89.4","88.46","93","317","325","-0.9","5.63","103","155","112","148","299","328","295"
"639",607188,"Faria, Jake","639","100.0","0.285","0.204","0.337","0.489","0.359","0.315","0.231","39","137","88.3","14.3","1929","87.1","86.79","63","272","367","-0.3","6.22","109","151","117","149","297","323","294"
"639",656638,"Lange, Alex","639","100.0","0.259","0.161","0.323","0.420","0.335","0.366","0.271","37","143","93.9","11.5","2154","90.6","90.83","99","309","330","0.2","6.45","108","154","119","148","297","325","296"
"631",663804,"Kowar, Jackson","631","100.0","0.336","0.250","0.375","0.586","0.422","0.398","0.298","43","128","92.8","14.6","2273","90.9","90.56","65","270","361","-0.3","6.03","106","156","116","147","301","323","304"
"627",596001,"Junis, Jakob","627","100.0","0.279","0.182","0.333","0.461","0.336","0.359","0.283","43","154","91.2","11.6","2316","87.0","86.00","72","283","344","-1.0","5.73","107","157","113","147","296","321","300"
"627",600921,"Machado, Andres","627","100.0","0.226","0.150","0.260","0.376","0.307","0.303","0.223","30","133","89.1","11.4","2012","92.0","93.03","64","282","345","1.0","6.85","108","151","118","144","300","322","295"
"621",573009,"Mantiply, Joe","621","100.0","0.292","0.156","0.370","0.448","0.338","0.305","0.250","45","154","84.8","6.4","2156","86.6","85.49","83","301","320","-1.1","6.38","108","151","116","148","296","323","296"
"620",453192,"Miller, Andrew","620","100.0","0.293","0.193","0.375","0.486","0.372","0.328","0.239","41","140","85.4","8.7","2279","81.7","82.43","69","269","351","0.7","7.02","113","153","117","147","294","316","295"
"610",650828,"Santana, Edgar","610","100.0","0.228","0.154","0.246","0.383","0.286","0.313","0.252","37","162","86.9","6.6","2203","91.6","90.08","81","308","302","-1.5","5.49","108","151","127","146","303","320","292"
"610",607455,"Banda, Anthony","610","100.0","0.287","0.191","0.330","0.478","0.353","0.291","0.228","39","136","88.5","15.6","1978","89.2","89.00","77","298","312","-0.2","6.19","110","152","119","147","300","321","294"
"610",622098,"Smith, Drew","610","100.0","0.192","0.205","0.212","0.397","0.283","0.300","0.215","28","146","89.0","18.7","2505","90.9","90.39","91","314","296","-0.5","5.94","114","155","117","149","301","327","299"
"607",676684,"Vest, Will","607","100.0","0.288","0.144","0.343","0.432","0.355","0.350","0.285","38","132","88.7","9.8","1991","89.8","88.61","65","285","322","-1.2","5.95","109","152","115","147","296","322","295"
"605",503569,"Dolis, Rafael","605","100.0","0.232","0.120","0.318","0.352","0.327","0.322","0.220","29","125","87.4","13.9","2199","91.9","91.39","70","246","359","-0.5","5.99","108","151","122","145","289","316","290"
"605",465657,"Soria, Joakim","605","100.0","0.269","0.214","0.330","0.483","0.344","0.305","0.243","39","145","87.9","17.4","2343","87.9","87.98","80","311","294","0.1","6.64","110","153","116","150","300","326","300"
"604",458677,"Wilson, Justin","604","100.0","0.244","0.191","0.271","0.435","0.332","0.319","0.229","32","131","85.7","15.1","2310","91.4","90.96","59","283","321","-0.4","5.99","109","152","117","148","296","322","286"
"604",666129,"Garrett, Braxton","604","100.0","0.318","0.129","0.398","0.447","0.377","0.370","0.295","42","132","85.7","9.9","2112","85.4","85.34","58","271","333","-0.1","6.37","102","150","115","147","300","318","284"
"603",680704,"Sandlin, Nick","603","100.0","0.176","0.109","0.271","0.286","0.269","0.256","0.156","21","119","84.0","12.6","2435","87.3","87.27","80","245","358","0.0","6.45","113","151","117","148","291","317","289"
"601",595345,"Okert, Steven","601","100.0","0.183","0.175","0.221","0.358","0.281","0.276","0.173","22","120","86.3","23.8","2364","85.3","85.15","86","285","316","-0.2","6.31","108","150","118","147","299","318","287"
"600",656457,"Gilbert, Tyler","600","100.0","0.200","0.143","0.212","0.343","0.267","0.298","0.222","28","140","86.7","16.2","2142","86.4","85.75","53","316","284","-0.7","5.74","110","151","117","149","296","326","295"
"598",663734,"Neidert, Nick","598","100.0","0.246","0.159","0.262","0.405","0.345","0.365","0.260","31","126","87.2","17.6","2036","86.8","86.22","50","277","321","-0.6","6.17","107","148","117","148","300","314","287"
"595",592717,"Sanchez, Aaron","595","100.0","0.234","0.095","0.275","0.328","0.296","0.301","0.230","32","137","86.5","5.5","2056","83.8","84.08","52","255","340","0.3","6.83","110","155","115","150","301","322","297"
"593",621114,"Burr, Ryan","593","100.0","0.224","0.096","0.275","0.320","0.298","0.302","0.220","28","125","89.4","4.5","2174","89.9","90.77","63","261","332","0.9","6.67","109","151","115","148","299","319","295"
"592",660365,"Yang, Hyeon-Jong","592","100.0","0.296","0.239","0.303","0.535","0.383","0.397","0.293","42","142","88.3","13.9","2096","84.7","85.36","59","294","298","0.7","6.63","113","154","122","146","299","325","296"
"591",543022,"Chatwood, Tyler","591","100.0","0.217","0.100","0.300","0.317","0.308","0.321","0.227","26","120","90.2","6.1","2522","91.9","91.84","76","242","349","-0.1","6.15","108","153","117","148","296","315","287"
"587",592222,"Claudio, Alex","587","100.0","0.278","0.211","0.320","0.489","0.358","0.330","0.260","37","133","87.8","5.5","1954","79.6","77.54","65","252","335","-2.1","5.87","114","156","119","151","301","324","297"
"581",594987,"Sadler, Casey","581","100.0","0.143","0.053","0.188","0.195","0.185","0.242","0.197","19","133","85.4","3.5","2525","86.8","86.13","61","257","324","-0.7","6.01","110","153","113","147","289","323","294"
"580",665854,"Oviedo, Luis","580","100.0","0.282","0.188","0.345","0.470","0.383","0.371","0.253","33","117","89.4","10.5","2202","86.8","88.17","65","235","345","1.4","7.12","109","149","118","147","300","320","289"
"579",598287,"Ramirez, Noé","579","100.0","0.178","0.109","0.202","0.287","0.246","0.260","0.189","23","129","87.8","24.1","2301","83.6","83.13","65","268","311","-0.5","6.12","111","153","117","149","295","324","297"
"579",542960,"Brach, Brad","579","100.0","0.254","0.195","0.309","0.449","0.343","0.329","0.228","30","118","88.3","13.9","2130","89.6","89.01","77","257","322","-0.6","5.92","113","152","117","147","294","318","288"
"571",675912,"Lowther, Zac","571","100.0","0.298","0.198","0.353","0.496","0.380","0.396","0.288","36","121","92.7","11.6","2269","85.8","86.38","62","249","322","0.6","6.89","109","152","122","149","300","323","293"
"570",642083,"Slegers, Aaron","570","100.0","0.326","0.220","0.366","0.545","0.403","0.340","0.265","43","132","87.9","4.4","1973","89.4","89.80","68","272","294","0.4","6.84","114","155","116","148","304","324","296"
"570",606930,"Barnes, Jacob","570","100.0","0.270","0.235","0.320","0.504","0.359","0.319","0.227","31","115","89.1","9.8","2270","91.9","92.70","74","270","300","0.8","6.78","111","153","119","150","299","323","297"
"568",657097,"Webb, Jacob","568","100.0","0.279","0.162","0.340","0.441","0.332","0.306","0.247","38","136","86.1","13.4","2361","88.1","87.64","95","306","262","-0.5","6.10","108","148","122","144","299","320","295"
"567",607560,"Harper, Ryne","567","100.0","0.214","0.176","0.232","0.389","0.297","0.290","0.223","28","131","82.2","14.1","2082","75.6","75.59","60","268","299","0.0","6.36","110","156","123","145","300","319","292"
"565",596027,"Maples, Dillon","565","100.0","0.144","0.087","0.203","0.231","0.285","0.319","0.185","15","104","86.9","5.3","2777","91.1","90.46","60","197","368","-0.6","6.07","113","152","116","148","292","317","294"
"564",657024,"Swanson, Erik","564","100.0","0.212","0.189","0.247","0.402","0.285","0.274","0.206","28","132","87.7","22.1","2055","90.8","91.38","84","304","260","0.6","6.80","114","154","114","148","296","321","297"
"564",623485,"Goudeau, Ashton","564","100.0","0.202","0.168","0.215","0.370","0.294","0.295","0.219","24","119","86.2","7.6","2016","85.8","85.85","49","261","302","0.1","6.33","113","150","122","149","297","326","302"
"557",624647,"González, Victor","557","100.0","0.244","0.115","0.302","0.359","0.313","0.325","0.255","32","131","81.6","2.6","2351","90.3","89.72","70","254","303","-0.6","6.15","107","155","113","150","298","316","292"
"556",656464,"Ginkel, Kevin","556","100.0","0.268","0.277","0.311","0.545","0.383","0.347","0.246","30","112","85.6","15.5","2340","90.3","87.09","63","253","303","-3.2","6.82","112","152","122","150","304","332","304"
"554",592716,"Sampson, Adrian","554","100.0","0.231","0.231","0.234","0.462","0.329","0.335","0.239","30","130","88.6","13.8","1994","89.0","89.14","59","277","277","0.1","6.46","106","154","119","151","300","323","299"
"552",663559,"Falter, Bailey","552","100.0","0.262","0.162","0.315","0.423","0.311","0.291","0.244","34","130","88.9","15.4","1790","89.2","91.03","62","266","286","1.8","7.49","108","151","113","147","295","323","293"
"549",547001,"Poteet, Cody","549","100.0","0.216","0.241","0.234","0.457","0.329","0.343","0.234","25","116","90.3","18.4","2497","88.8","87.99","62","258","291","-0.8","5.74","108","152","120","147","296","317","283"
"546",545343,"Head, Louis","546","100.0","0.175","0.075","0.216","0.250","0.225","0.265","0.187","21","120","87.5","24.6","2447","88.3","87.49","71","278","268","-0.8","6.19","110","156","121","151","300","323","295"
"541",605194,"Cotton, Jharel","541","100.0","0.237","0.093","0.295","0.331","0.296","0.270","0.185","28","118","84.6","24.1","2355","86.2","84.38","71","264","277","-1.8","5.11","111","155","126","146","303","325","297"
"540",641682,"Hendrix, Ryan","540","100.0","0.268","0.260","0.305","0.528","0.366","0.349","0.270","33","123","90.6","12.2","2329","90.5","90.20","72","219","321","-0.3","5.99","110","151","118","147","294","319","292"
"533",642028,"Rogers, Josh","533","100.0","0.241","0.195","0.238","0.436","0.326","0.361","0.268","32","133","88.6","17.4","2029","86.4","86.03","47","257","276","-0.4","6.09","105","153","118","143","300","321","286"
"533",664776,"Cousins, Jake","533","100.0","0.158","0.109","0.241","0.267","0.272","0.296","0.179","16","101","85.9","11.1","2416","87.9","88.52","92","227","306","0.6","6.85","109","152","118","146","298","321","298"
"532",676879,"Ashby, Aaron","532","100.0","0.210","0.118","0.273","0.328","0.272","0.268","0.193","25","119","86.8","-0.5","2206","89.2","87.98","72","243","289","-1.2","5.39","107","151","116","145","300","320","297"
"532",661563,"Gil, Luis","532","100.0","0.183","0.119","0.239","0.303","0.282","0.302","0.197","20","109","89.8","22.9","2410","91.5","92.46","77","248","284","1.0","6.83","111","151","125","144","302","319","282"
"530",641871,"Middleton, Keynan","530","100.0","0.252","0.118","0.301","0.370","0.327","0.341","0.247","30","119","88.9","18.2","2306","91.5","91.23","86","284","246","-0.3","6.57","111","154","115","148","295","322","297"
"529",543056,"Coulombe, Danny","529","100.0","0.267","0.176","0.323","0.443","0.317","0.284","0.231","35","131","89.0","9.8","2354","84.9","83.97","66","279","250","-0.9","5.69","104","155","113","148","298","327","294"
"529",622088,"Antone, Tejay","529","100.0","0.152","0.098","0.209","0.250","0.232","0.284","0.195","17","112","87.7","12.1","2843","86.4","86.33","73","218","311","-0.1","6.46","110","155","116","149","299","321","292"
"528",445926,"Chavez, Jesse","528","100.0","0.192","0.075","0.267","0.267","0.230","0.271","0.213","23","120","90.9","10.4","2113","88.8","88.81","41","232","296","0.0","6.18","109","152","126","145","302","322","296"
"523",660813,"Graterol, Brusdar","523","100.0","0.260","0.130","0.314","0.389","0.312","0.302","0.257","34","131","85.8","-1.9","2231","95.9","94.83","51","268","255","-1.1","5.64","113","151","113","149","301","315","290"
"523",519076,"Nelson, Jimmy","523","100.0","0.143","0.041","0.259","0.184","0.223","0.227","0.139","14","98","83.7","19.4","2840","88.4","88.27","82","218","305","-0.1","6.32","111","156","114","149","299","318","293"
"522",663770,"Evans, Demarcus","522","100.0","0.238","0.178","0.308","0.416","0.333","0.292","0.206","24","101","88.6","27.2","2433","88.0","88.07","69","245","277","0.1","6.30","112","154","125","147","304","326","296"
"520",593619,"Tapia, Domingo","520","100.0","0.208","0.067","0.258","0.275","0.255","0.301","0.249","25","120","90.0","9.2","2173","94.9","93.64","46","221","299","-1.3","5.84","107","156","115","145","300","323","300"
"517",641851,"McGowin, Kyle","517","100.0","0.188","0.170","0.222","0.357","0.283","0.281","0.199","21","112","85.8","20.2","2610","84.2","84.14","66","237","280","-0.1","6.33","111","155","124","146","298","319","297"
"515",519443,"Workman, Brandon","515","100.0","0.313","0.174","0.372","0.487","0.389","0.393","0.307","36","115","92.0","8.1","2284","84.1","85.69","50","207","308","1.6","7.36","109","152","118","147","297","328","295"
"513",663753,"Knehr, Reiss","513","100.0","0.221","0.144","0.247","0.365","0.315","0.367","0.260","23","104","89.6","16.6","2243","90.8","91.40","53","242","271","0.6","6.61","114","153","127","145","300","324","312"
"512",650959,"Diplán, Marcos","512","100.0","0.206","0.206","0.205","0.411","0.308","0.312","0.219","22","107","90.4","15.7","2313","89.4","90.46","59","235","277","1.1","6.96","111","154","122","147","295","325","294"
"512",519008,"McFarland, T.J.","512","100.0","0.237","0.133","0.261","0.370","0.282","0.295","0.246","32","135","90.3","-0.5","1907","86.5","85.33","44","253","259","-1.2","5.52","109","153","118","146","298","321","296"
"510",445213,"Kintzler, Brandon","510","100.0","0.344","0.237","0.369","0.580","0.402","0.370","0.308","45","131","91.7","3.1","2045","90.5","90.93","37","234","276","0.4","6.49","108","150","113","147","295","321","291"
"506",676604,"Zuber, Tyler","506","100.0","0.250","0.212","0.270","0.462","0.351","0.400","0.284","26","104","90.3","19.9","2325","90.1","88.61","60","225","281","-1.5","5.83","107","156","115","145","296","320","299"
"505",669735,"Rodriguez, Chris","505","100.0","0.243","0.070","0.326","0.313","0.304","0.287","0.214","28","115","88.2","3.6","2170","92.4","91.35","53","211","294","-1.1","6.02","111","156","116","148","307","328","301"
"503",621057,"Garza, Justin","503","100.0","0.250","0.185","0.293","0.435","0.344","0.389","0.283","27","108","90.7","12.9","2238","91.5","90.98","55","215","288","-0.5","5.89","111","153","122","150","290","313","289"
"501",472610,"García, Luis","501","100.0","0.202","0.097","0.256","0.298","0.239","0.278","0.224","25","124","89.8","8.7","2112","93.6","94.07","79","246","255","0.5","6.56","114","157","120","149","299","321","296"
"501",664042,"Lakins Sr., Travis","501","100.0","0.221","0.135","0.247","0.356","0.308","0.344","0.243","23","104","87.9","14.0","2355","89.9","88.85","57","222","279","-1.0","5.90","107","150","119","148","300","323","295"
"499",650671,"Quijada, José","499","100.0","0.213","0.117","0.333","0.330","0.294","0.324","0.233","20","94","86.0","14.4","2212","90.8","91.01","71","226","273","0.2","6.42","111","154","117","148","301","325","296"
"499",543594,"Nolin, Sean","499","100.0","0.302","0.198","0.337","0.500","0.379","0.310","0.234","32","106","87.8","14.1","1960","84.6","85.07","48","232","267","0.5","6.49","108","152","117","143","300","325","299"
"498",643230,"Brault, Steven","498","100.0","0.292","0.212","0.330","0.504","0.366","0.365","0.273","33","113","87.4","8.4","1995","86.7","87.05","50","243","255","0.3","6.84","107","149","116","147","301","320","289"
"494",572125,"Selman, Sam","494","100.0","0.222","0.133","0.239","0.356","0.305","0.341","0.247","20","90","84.1","25.5","2393","86.0","85.85","48","235","259","-0.2","6.45","111","153","120","147","299","325","294"
"491",502327,"Santiago, Héctor","491","100.0","0.257","0.133","0.338","0.390","0.312","0.258","0.207","27","105","88.1","12.2","2011","87.8","86.89","67","247","244","-0.9","5.83","110","155","118","148","297","320","287"
"490",621074,"Rucker, Michael","490","100.0","0.286","0.196","0.346","0.482","0.360","0.359","0.265","32","112","90.8","11.9","2344","89.6","89.67","74","244","246","0.1","6.23","107","154","118","150","300","326","302"
"486",641907,"Murphy, Patrick","486","100.0","0.272","0.140","0.341","0.412","0.336","0.334","0.270","31","114","90.6","6.9","2146","92.0","92.27","51","225","261","0.3","6.42","108","150","117","143","298","319","292"
"485",621248,"Garza Jr., Ralph","485","100.0","0.214","0.196","0.244","0.411","0.309","0.317","0.234","24","112","88.9","11.9","2217","85.5","85.13","53","223","262","-0.4","6.06","111","156","121","149","297","329","294"
"483",657044,"Thompson, Ryan","483","100.0","0.211","0.154","0.277","0.366","0.274","0.297","0.223","26","123","85.5","7.1","2068","85.5","85.49","65","243","240","0.0","6.86","104","148","114","145","303","318","289"
"483",681806,"Wantz, Andrew","483","100.0","0.219","0.181","0.290","0.400","0.308","0.313","0.224","23","105","87.8","20.7","2311","89.6","89.20","70","231","252","-0.4","6.12","111","157","117","148","303","326","296"
"482",665795,"Cabrera, Edward","482","100.0","0.247","0.258","0.286","0.505","0.387","0.410","0.278","24","97","88.5","8.8","2195","91.5","90.70","59","216","266","-0.8","6.55","110","148","116","148","301","320","286"
"482",595939,"Ellis, Chris","482","100.0","0.200","0.124","0.228","0.324","0.284","0.350","0.261","21","105","92.1","22.3","2321","89.3","89.27","58","224","258","0.0","6.44","109","155","118","149","296","324","293"
"481",547179,"Lorenzen, Michael","481","100.0","0.241","0.102","0.279","0.343","0.301","0.308","0.247","26","108","87.3","8.9","2363","91.5","90.84","61","231","250","-0.7","5.76","114","150","115","147","291","320","290"
"473",656354,"Davis, Austin","473","100.0","0.235","0.196","0.278","0.431","0.314","0.322","0.246","24","102","85.2","14.4","2186","88.2","88.00","55","208","265","-0.2","6.19","111","153","119","148","293","326","296"
"473",608652,"Farrell, Luke","473","100.0","0.280","0.200","0.338","0.480","0.363","0.367","0.279","28","100","91.4","13.3","2465","85.3","85.16","61","210","263","-0.1","6.20","108","157","117","150","302","331","295"
"470",667376,"Sánchez, Miguel","470","100.0","0.267","0.178","0.303","0.446","0.343","0.357","0.268","27","101","88.3","10.9","1921","90.2","90.52","71","246","224","0.3","6.28","108","150","118","144","298","322","299"
"468",572888,"Greene, Shane","468","100.0","0.263","0.242","0.292","0.505","0.381","0.318","0.206","25","95","89.7","20.8","2302","87.3","86.37","45","201","267","-0.9","5.58","109","153","127","145","303","317","288"
"468",592135,"Bedrosian, Cam","468","100.0","0.278","0.206","0.300","0.485","0.371","0.369","0.260","27","97","87.9","18.3","2095","87.8","86.80","52","216","252","-1.0","5.98","110","152","118","149","300","324","294"
"468",669294,"Campbell, Paul","468","100.0","0.288","0.198","0.338","0.486","0.363","0.354","0.263","32","111","87.8","12.4","2481","88.2","87.03","55","225","243","-1.2","5.75","108","149","115","147","299","316","289"
"461",667498,"Dugger, Robert","461","100.0","0.324","0.210","0.357","0.533","0.391","0.360","0.296","34","105","90.7","16.3","2143","83.3","82.27","51","213","248","-1.0","6.04","108","154","117","148","290","324","297"
"461",571735,"Hale, David","461","100.0","0.283","0.208","0.313","0.491","0.355","0.362","0.285","30","106","88.0","11.3","2087","88.3","88.69","43","218","243","0.4","6.64","111","150","116","148","298","326","295"
"461",605138,"Benjamin, Wes","461","100.0","0.309","0.234","0.329","0.543","0.406","0.364","0.248","29","94","90.5","20.8","2246","86.7","85.70","46","219","242","-1.0","5.97","111","155","121","147","301","325","296"
"460",656730,"Megill, Trevor","460","100.0","0.343","0.276","0.426","0.619","0.424","0.346","0.274","36","105","90.7","15.7","2512","92.4","93.33","55","216","244","0.9","6.89","110","157","119","151","300","325","302"
"458",605441,"Ríos, Yacksel","458","100.0","0.189","0.179","0.214","0.368","0.303","0.337","0.216","18","95","86.5","13.6","1868","92.9","92.58","51","200","258","-0.3","6.20","112","155","120","149","294","327","300"
"456",667297,"Nance, Tommy","456","100.0","0.227","0.191","0.263","0.418","0.322","0.337","0.254","25","110","87.5","0.8","2474","91.8","91.72","44","197","259","-0.1","6.27","109","153","114","149","294","318","297"
"456",642068,"Sheffield, Jordan","456","100.0","0.190","0.080","0.215","0.270","0.260","0.300","0.214","19","100","88.6","13.9","2557","93.7","91.42","48","205","251","-2.3","5.71","114","152","121","149","298","329","303"
"455",669618,"Barlow, Joe","455","100.0","0.124","0.093","0.143","0.216","0.200","0.283","0.202","12","97","89.2","17.2","2218","89.0","88.80","58","225","230","-0.2","6.06","113","156","123","146","305","325","295"
"455",621593,"Castro, Anthony","455","100.0","0.237","0.196","0.306","0.433","0.314","0.294","0.215","23","97","89.8","13.9","2597","89.9","90.37","57","202","253","0.5","6.78","108","153","118","148","296","315","287"
"454",672335,"Pérez, Cionel","454","100.0","0.233","0.211","0.262","0.444","0.351","0.315","0.205","21","90","89.6","11.3","2224","91.6","90.06","54","178","276","-1.5","5.81","108","153","118","146","295","316","287"
"452",666808,"Doval, Camilo","452","100.0","0.192","0.141","0.259","0.333","0.257","0.259","0.196","19","99","87.5","9.6","2537","91.5","91.02","68","203","249","-0.5","6.51","112","154","116","149","299","321","293"
"452",683232,"Mears, Nick","452","100.0","0.269","0.194","0.303","0.462","0.349","0.330","0.244","25","93","86.6","16.2","2224","89.7","90.35","54","215","237","0.6","6.68","111","152","121","149","300","322","293"
"448",657248,"Otto, Glenn","448","100.0","0.320","0.170","0.429","0.490","0.375","0.346","0.277","32","100","88.2","8.7","2313","86.9","88.19","50","226","222","1.3","7.07","115","155","121","148","302","321","295"
"448",608334,"Fulmer, Carson","448","100.0","0.265","0.163","0.319","0.429","0.347","0.342","0.242","26","98","88.7","6.7","2325","88.4","87.63","57","189","259","-0.8","6.23","111","153","119","147","296","319","290"
"447",641632,"Greene, Conner","447","100.0","0.308","0.115","0.392","0.423","0.352","0.320","0.247","32","104","88.6","14.8","2301","89.7","89.78","67","225","222","0.1","6.47","110","151","119","147","297","325","290"
"447",660546,"Díaz, Yennsy","447","100.0","0.255","0.194","0.274","0.449","0.340","0.321","0.240","25","98","89.1","21.1","1904","93.1","92.45","46","200","247","-0.6","6.05","111","155","116","147","303","324","298"
"443",596071,"Peters, Dillon","443","100.0","0.245","0.170","0.296","0.415","0.316","0.319","0.246","26","106","88.6","10.7","2078","86.0","85.80","56","229","214","-0.2","6.10","107","151","118","147","304","319","292"
"442",605388,"Morgan, Adam","442","100.0","0.237","0.269","0.262","0.505","0.348","0.306","0.200","22","93","87.3","9.3","2569","85.8","84.89","65","198","244","-0.9","5.72","108","151","114","149","296","320","301"
"441",664045,"Eshelman, Thomas","441","100.0","0.298","0.237","0.286","0.535","0.377","0.346","0.276","34","114","87.6","18.2","1806","82.4","81.82","26","195","246","-0.6","6.24","109","154","119","149","296","321","294"
"437",607219,"Romano, Sal","437","100.0","0.292","0.198","0.310","0.491","0.362","0.375","0.291","31","106","89.4","12.3","2143","91.1","89.60","24","185","252","-1.5","5.99","110","153","120","147","296","317","289"
"437",641312,"Anderson, Shaun","437","100.0","0.330","0.183","0.368","0.514","0.391","0.330","0.258","36","109","90.6","19.2","2649","89.1","89.45","57","210","227","0.3","6.59","111","152","121","148","299","323","298"
"436",670990,"Ramirez, Yohan","436","100.0","0.188","0.208","0.218","0.396","0.304","0.276","0.174","18","96","84.1","18.9","2369","89.5","89.96","71","198","238","0.5","6.95","111","152","114","146","292","316","292"
"435",605359,"Marshall, Evan","435","100.0","0.277","0.238","0.319","0.515","0.351","0.284","0.220","28","101","86.9","12.0","2227","88.4","87.63","48","205","230","-0.8","5.78","114","151","117","148","299","318","295"
"434",605195,"Crick, Kyle","434","100.0","0.175","0.025","0.230","0.200","0.281","0.337","0.220","14","80","82.6","14.4","2904","84.2","83.94","48","174","260","-0.3","6.26","108","149","120","146","301","320","288"
"432",642048,"Saucedo, Tayler","432","100.0","0.229","0.125","0.273","0.354","0.294","0.316","0.251","22","96","87.9","3.4","2364","89.7","89.86","65","203","229","0.2","6.44","108","150","117","146","292","316","289"
